,ABCA1,ABCA3,ABCA7,ABL2,AC003005.4,ACACB,ACTR3B,ACVR1B,ADAM21,ADAMTS18,ADAMTSL3,ADCY5,ADH6,AFTPH,AHNAK,AHNAK2,AKR1C1,ALDH3B1,ALG13,AMER1,AMER3,ANAPC1,ANKIB1,ANKRD36,ANKRD36C,AP000679.2,AP2M1,AP3S1,APBA2,APBB1IP,APC,APOB,AQP12A,AQP7,ARHGAP31,ARHGAP4,ARHGEF35,ARHGEF5,ARID1B,ARID2,ARMCX4,ASB12,ASH1L,ATN1,ATP12A,ATP2B2,ATP2B3,ATP6V1A,AVPR2,BAZ1B,BCL7A,BCLAF1,BIRC6,BLMH,BMS1,BOD1,BPHL,BPTF,BRAF,BRD4,BSN,BTG1,C15orf65,C16orf87,C17orf70,C19orf83,C1D,C1QTNF9,C1QTNF9B,C1orf105,C2orf16,C2orf91,C3,C4B,C5orf42,C6orf132,CACNA1A,CACNA1B,CACNA1F,CACNA1G,CACNA1I,CACNA2D2,CAD,CAMSAP2,CARD11,CASKIN2,CBWD2,CCDC132,CCDC171,CCNT1,CCT8L2,CDC42BPG,CDRT1,CDS2,CELSR1,CFH,CGB,CHAMP1,CHD5,CHD8,CHN2,CHRM3,CHST1,CHST12,CILP2,CKAP5,CLIP1,CMTR2,CNKSR1,CNN2,COL14A1,COL5A1,COX10,CPPED1,CRIPAK,CRISP2,CSMD1,CSMD2,CSNK2A3,CSPG4,CTD-2215E18.1,CTD-3088G3.8,CTSF,CUEDC1,CUL9,CXorf67,CYLD,CYP21A2,CYP2A6,DAZAP1,DCAF12,DCAF16,DDX41,DENND1A,DENND2A,DENND4A,DERA,DHFRL1,DHX29,DHX35,DIS3,DLGAP3,DLX4,DNAH1,DNAH10,DNAH17,DNAH2,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DOCK2,DOCK3,DOCK8,DOK7,DSPP,DTX2,DUSP2,DYNAP,DYNC1H1,DYSF,EDN1,EGR1,EIF4EBP1,ELFN1,ELFN2,ELN,EMC10,EML2,ENAH,EP400,EPC1,EPPK1,ERN1,ERVW-1,ESRP2,EZR,F8,FAM101A,FAM104B,FAM169B,FAM178B,FAM182B,FAM186A,FAM230A,FAM27E2,FAM46C,FAM47B,FAM83H,FAM8A1,FAM90A26,FANCD2,FASN,FAT2,FBN3,FCGBP,FCGR2A,FGFR3,FHOD1,FHOD3,FLG,FLG2,FLNA,FLNC,FMN2,FOXR2,FRG1,FRG1B,FRG2B,FRG2C,FRY,FSIP2,FTHL17,FUBP1,FZD8,GBA2,GBP7,GCN1L1,GEMIN2,GKAP1,GOLGA6L2,GON4L,GPC1,GPNMB,GPR152,GPR179,GPR68,GPRIN3,GRIN2D,GRK6,GRM6,GSN,H1FNT,HADHB,HAVCR1,HCAR2,HEG1,HELZ2,HERC1,HERC2,HIPK3,HIST1H1E,HIVEP2,HLA-A,HLA-B,HLA-C,HLA-DQA1,HLA-DQA2,HLA-DQB2,HLA-DRB5,HNRNPCL1,HNRNPL,HOXA1,HRCT1,HRNR,HSD17B7,HSP90AB1,HUWE1,HYDIN,IFNA16,IGFN1,IGLL5,IGSF9B,IL31RA,ILK,INF2,INHBE,INPP5D,IPO13,IQSEC3,IRF1,IRF2BPL,IRGC,IRS1,ITGA2,ITPR1,ITPR2,ITPR3,JMY,KCNJ12,KCNJ3,KCNQ4,KCNT1,KDM4E,KDM5D,KHDRBS1,KIAA0125,KIAA0226L,KIAA1211L,KIAA2018,KIAA2022,KIF13A,KIF26B,KIR2DL1,KIR2DL4,KIR3DL2,KIR3DL3,KLC3,KLHL2,KLHL34,KLRC2,KMT2B,KMT2C,KMT2D,KMT2E,KPNA7,KPRP,KRAS,KRT38,KRT5,KRT6B,KRT6C,KRT8,KRT86,KRTAP1-5,KRTAP10-2,KRTAP10-7,KRTAP10-8,KRTAP4-11,KRTAP4-5,KRTAP4-6,KRTAP5-1,KRTAP5-10,KRTAP5-2,KRTAP5-4,KRTAP5-5,KRTAP5-7,KRTAP9-6,KRTAP9-9,L1CAM,LAMA2,LAMA3,LAMC2,LAPTM4B,LARS,LCE1E,LCE1F,LCE2A,LCE2B,LCN1,LCORL,LDHB,LGI4,LILRA1,LILRA2,LILRA4,LILRB1,LILRB2,LMX1A,LPA,LRRC16B,LRRC41,LTB,LYST,MACC1,MADCAM1,MAGEA12,MAGEA6,MAGEC1,MAGEE2,MAML2,MAML3,MANEAL,MAP3K10,MAP3K19,MAP3K9,MAP4,MAP4K1,MAX,MBNL1,MBOAT7,MECOM,MED12L,MEF2BNB-MEF2B,MEI1,METTL15,METTL2B,MGAM,MITF,MLK4,MLLT1,MMP16,MROH1,MRPL36,MRPS18C,MTHFD1L,MTHFD2L,MTSS1L,MUC12,MUC16,MUC2,MUC20,MUC3A,MUC4,MUC6,MYH11,MYH14,MYH6,MYH7,MYL5,MYLK3,MYO15A,MYO18B,MYO1C,MYO5A,MYO5B,MYPOP,MYT1L,NACA2,NAIP,NAV1,NBPF1,NBPF10,NBPF14,NBPF9,NCOR1,NCR3LG1,NDNF,NEB,NEFH,NELFE,NF1,NFKBIA,NFX1,NHSL2,NIPA2,NIPBL,NLRC5,NLRP13,NLRP4,NLRP5,NLRP8,NLRP9,NNT,NOS1,NOTCH1,NOTCH2NL,NPAP1,NPIPA5,NPIPB15,NRAS,NUDT10,NUMBL,NUP153,OAS3,OBSCN,ODF3L2,OR10H1,OR10H2,OR11L1,OR12D2,OR13C2,OR14I1,OR1A1,OR1D5,OR1E1,OR1J1,OR1J2,OR1K1,OR1S2,OR2AK2,OR2G6,OR2J3,OR2L2,OR2L5,OR2L8,OR2M2,OR2M3,OR2M5,OR2T11,OR2T2,OR2T27,OR2T35,OR2T4,OR2Z1,OR3A1,OR3A3,OR4B1,OR4C11,OR4C12,OR4C13,OR4K14,OR4K15,OR4M1,OR4M2,OR4N4,OR52E8,OR5C1,OR5D18,OR6C74,OR7C1,OR7C2,OR7E24,OR8G5,OR8K1,OR8U1,OR9G1,OSBPL10,OTOG,OTOP1,PABPC1,PABPC3,PAK2,PAPSS2,PARP4,PCDHA1,PCDHA2,PCDHA5,PCDHA7,PCDHA9,PCDHB16,PCDHB2,PCDHB8,PCDHGA1,PCED1A,PCMTD1,PDE1C,PDE4DIP,PEG3,PGM5,PGR,PHF14,PHLDA1,PKD1,PLCH2,PLEC,PLIN4,PLXNA1,PLXNA3,PLXNB3,PLXND1,PNMA5,PNRC2,POTEE,POTEF,POTEG,POTEJ,POTEM,PPARGC1B,PPFIA3,PPIAL4G,PPIP5K1,PPP1R13B,PRAMEF1,PRAMEF11,PRAMEF2,PRAMEF4,PRAMEF7,PRB1,PRB2,PRB3,PRB4,PRIM2,PRKD2,PRKRA,PROCA1,PRPF8,PRR21,PRR23A,PRR23B,PRR23C,PRRC2A,PRRC2C,PRSS1,PRSS3,PSG2,PSORS1C1,PTK2B,PTK7,PTPRN2,PTTG1,PUS10,PXK,RAB12,RAB21,RAB7A,RAD54B,RAET1E,RAG1,RAP1GAP2,RAPH1,RARG,RASAL1,RB1,RBBP8,RBM20,RBM23,RBMXL1,RBMXL3,RBP3,REXO1L1P,RFPL1,RFPL4AL1,RGMB,RGPD1,RGPD8,RHOQ,RIMBP3,RIMBP3B,RIMBP3C,RLIM,RNF213,RP11-683L23.1,RP11-830F9.6,RP11-886H22.1,RP1L1,RP4-576H24.4,RPL10,RPTOR,RRBP1,RRP7A,RTEL1,RTEL1-TNFRSF6B,RTL1,RXRB,RYR1,RYR2,RYR3,SACS,SALL3,SAMHD1,SCAF1,SCN4A,SCN5A,SDHA,SEC61A2,SEMA4G,SERINC1,SERPINA1,SETD1A,SF3A2,SF3A3,SFTPA1,SHANK3,SIGLEC1,SIRPA,SIRPB1,SKA3,SKOR1,SLAMF7,SLC12A3,SLC22A13,SLC22A24,SLC25A5,SLC2A3,SLC35G5,SLC7A1,SLC9B1P1,SMC4,SNRNP200,SOSTDC1,SP140,SPATA31A1,SPRY3,SPTA1,SPTAN1,SPTB,SPTBN4,SRGAP2,SRRM2,SSTR3,STAB1,STAP2,STARD9,STRADB,STRC,STT3B,STX17,SUGCT,SUOX,SVIL,SYNE1,SYNE2,SYNGAP1,TAAR2,TAF1,TAF1A,TAF1L,TAL1,TAS2R19,TAS2R30,TAS2R31,TAS2R46,TBC1D29,TBC1D3F,TBP,TCEAL3,TCL1A,TCP10,TDG,TDRD9,TENM1,TERT,TEX13A,TGM7,THAP7,TICRR,TM7SF2,TMEM216,TMEM45B,TMEM52B,TMUB2,TNRC18,TNRC6A,TOP2B,TP53,TPSD1,TPTE,TPTE2,TRAF2,TRAF3,TRANK1,TRIM2,TRO,TRPM2,TRPM7,TRRAP,TSACC,TSNAXIP1,TTN,TUBA3C,TUBA3D,TUBB8,TUBGCP6,TYRO3,U2AF2,UBC,UBR4,UGT1A3,UHRF2,UNC13A,UNC79,URM1,USH1C,USP29,USP34,USP6,USP9X,USP9Y,UTY,VAV1,VCL,VPS13A,VPS13B,VPS13D,VRTN,VWF,WASF3,WASH4P,WBSCR17,WDFY4,WDR11,WDR3,WDR87,WDR89,WI2-3308P17.2,WIPF3,WNK2,XCR1,XIRP1,YWHAZ,ZC3H4,ZFHX3,ZFP62,ZGPAT,ZNF208,ZNF236,ZNF257,ZNF286B,ZNF320,ZNF329,ZNF345,ZNF354A,ZNF354B,ZNF358,ZNF419,ZNF420,ZNF429,ZNF468,ZNF469,ZNF473,ZNF491,ZNF493,ZNF506,ZNF507,ZNF519,ZNF525,ZNF527,ZNF529,ZNF536,ZNF559,ZNF560,ZNF572,ZNF587,ZNF592,ZNF594,ZNF595,ZNF605,ZNF626,ZNF646,ZNF676,ZNF678,ZNF708,ZNF71,ZNF717,ZNF721,ZNF729,ZNF763,ZNF835,ZNF837,ZNF84,ZNF841,ZNF845,ZNF85,ZNF850,ZNF860,ZNF865,ZNFX1,ZSCAN10,ZSCAN5D,ZSWIM2,ZXDA,ZZEF1
ABCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABL2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003005.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
