"alias","Matching.Attribute","name","Organism Taxon Id","querynode","represents","selected","shared name","Type"
,"RP11-683L23.1","RP11-683L23.1",,,,"false","RP11-683L23.1","SourceNode"
"ALO17|C17orf27|KIAA1618|MYMY2|MYSTR|NET57","RNF213","RNF213","9606","true","ncbigene:57674","false","RNF213","SourceNode;gene;protein"
"NY-REN-43|RNF12","RLIM","RLIM","9606","true","entrez gene:51132","false","RLIM","SourceNode;gene;protein"
"RIM-BP3.3|RIMBP3.3","RIMBP3C","RIMBP3C","9606","true","entrez gene:150221","false","RIMBP3C","SourceNode;gene;protein"
,"RIMBP3B","RIMBP3B",,"true","ncbigene:440804","false","RIMBP3B","SourceNode;gene"
"RIM-BP3|RIM-BP3.1|RIM-BP3.A|RIMBP3.1|RIMBP3A","RIMBP3","RIMBP3","9606","true","entrez gene:85376","false","RIMBP3","SourceNode;gene;protein"
"ARHQ|HEL-S-42|RASL7A|TC10|TC10A","RHOQ","RHOQ","9606","true","ncbigene:23433","false","RHOQ","SourceNode;gene;protein"
"RANBP2L1|RGP8|RanBP2alpha","RGPD8","RGPD8","9606","true","ncbigene:727851","false","RGPD8","SourceNode;gene;protein"
"RGP1|RGPD2|RanBP2L2","RGPD1","RGPD1","9606","true","ncbigene:400966","false","RGPD1","SourceNode;gene;protein"
"DRAGON","RGMB","RGMB","9606","true","ensembl:ENSG00000174136","false","RGMB","SourceNode;gene;protein"
,"RFPL4AL1","RFPL4AL1",,"true","ncbigene:729974","false","RFPL4AL1","SourceNode;gene"
"RNF78","RFPL1","RFPL1","9606","true","ncbigene:5988","false","RFPL1","SourceNode;gene;protein"
"GOR|REXO1L1","REXO1L1P","REXO1L1P","9606","true","ncbigene:254958","false","REXO1L1P","SourceNode;protein"
"D10S64|D10S65|D10S66|IRBP|RBPI|RP66","RBP3","RBP3","9606","true","entrez gene:5949","false","RBP3","SourceNode;gene;protein"
"CXorf55","RBMXL3","RBMXL3","9606","true","ncbigene:139804","false","RBMXL3","SourceNode;gene;protein"
"RBM1","RBMXL1","RBMXL1","9606","true","RBMXL1","false","RBMXL1","SourceNode;gene;protein"
"CAPERbeta|RNPC4|ncbigene:55147","RBM23","RBM23","9606","true","ncbigene:55147","false","RBM23","SourceNode;gene;protein"
,"RBM20","RBM20","9606","true","ncbigene:282996","false","RBM20","SourceNode;gene;protein"
"COM1|CTIP|JWDS|RIM|SAE2|SCKL2","RBBP8","RBBP8","9606","true","RBBP8","false","RBBP8","SourceNode;gene;protein"
"OSRC|PPP1R130|RB|p105-Rb|pRb|pp110","RB1","RB1","9606","true","entrez gene:5925","false","RB1","SourceNode;gene;protein"
"RASAL","RASAL1","RASAL1","9606","true","ncbigene:8437","false","RASAL1","SourceNode;gene;protein"
"NR1B3|RARC","RARG","RARG","9606","true","ncbigene:5916","false","RARG","SourceNode;gene;protein"
"ALS2CR18|ALS2CR9|LPD|PREL-2|PREL2|RMO1|RalGDS/AF-6","RAPH1","RAPH1","9606","true","ensembl:ENSG00000173166","false","RAPH1","SourceNode;gene;protein"
"GARNL4|RAP1GA3","RAP1GAP2","RAP1GAP2","9606","true","ncbigene:23108","false","RAP1GAP2","SourceNode;gene;protein"
"RAG-1|RNF74","RAG1","RAG1","9606","true","ncbigene:5896","false","RAG1","SourceNode;gene;protein"
"LETAL|N2DL-4|NKG2DL4|RAET1E2|RL-4|ULBP4|bA350J20.7","RAET1E","RAET1E","9606","true","entrez gene:135250","false","RAET1E","SourceNode;gene;protein"
"RDH54","RAD54B","RAD54B","9606","true","ncbigene:25788","false","RAD54B","SourceNode;gene;protein"
"ncbigene:7879|PRO2706|RAB7","RAB7A","RAB7A","9606","true","ncbigene:7879","false","RAB7A","SourceNode;gene;protein"
"ncbigene:23011","RAB21","RAB21","9606","true","RAB21","false","RAB21","SourceNode;gene;protein"
"ncbigene:201475","RAB12","RAB12","9606","true","ncbigene:201475","false","RAB12","SourceNode;protein"
"MONaKA","PXK","PXK","9606","true","ncbigene:54899","false","PXK","SourceNode;gene;protein"
"CCDC139|DOBI","PUS10","PUS10","9606","true","entrez gene:150962","false","PUS10","SourceNode;gene;protein"
"EAP1|HPTTG|PTTG|TUTR1","PTTG1","PTTG1","9606","true","ncbigene:9232","false","PTTG1","SourceNode;gene;protein"
"IA-2beta|IAR|ICAAR|PTPRP|R-PTP-N2","PTPRN2","PTPRN2","9606","true","ncbigene:5799","false","PTPRN2","SourceNode;gene;protein"
"CCK-4|CCK4","PTK7","PTK7","9606","true","ncbigene:5754","false","PTK7","SourceNode;gene;protein"
"CADTK|CAKB|FADK2|FAK2|PKB|PTK|PYK2|RAFTK","PTK2B","PTK2B","9606","true","ensembl:ENSG00000120899","false","PTK2B","SourceNode;gene;protein"
"C6orf16|SEEK1","PSORS1C1","PSORS1C1","9606","true","ncbigene:170679","false","PSORS1C1","SourceNode;gene;protein"
"CEA|PSBG2|PSG1","PSG2","PSG2","9606","true","entrez gene:5670","false","PSG2","SourceNode;gene;protein"
"MTG|PRSS4|T9|TRY3|TRY4","PRSS3","PRSS3","9606","true","PRSS3","false","PRSS3","SourceNode;gene;protein"
"TRP1|TRY1|TRY4|TRYP1","PRSS1","PRSS1","9606","true","ncbigene:5644","false","PRSS1","SourceNode;gene;protein"
"BAT2-iso|BAT2D1|BAT2L2|XTP2","PRRC2C","PRRC2C","9606","true","ncbigene:23215","false","PRRC2C","SourceNode;gene;protein"
"BAT2|D6S51|D6S51E|G2|ncbigene:7916","PRRC2A","PRRC2A","9606","true","ncbigene:7916","false","PRRC2A","SourceNode;gene;protein"
,"PRR23C","PRR23C",,"true","ncbigene:389152","false","PRR23C","SourceNode;gene"
,"PRR23B","PRR23B","9606","true","ncbigene:389151","false","PRR23B","SourceNode;gene;protein"
,"PRR23A","PRR23A",,"true","ncbigene:729627","false","PRR23A","SourceNode;gene"
,"PRR21","PRR21",,,,"false","PRR21","SourceNode"
"HPRP8|PRP8|PRPC8|RP13|SNRNP220|ncbigene:10594","PRPF8","PRPF8","9606","true","PRPF8","false","PRPF8","SourceNode;gene;protein"
,"PROCA1","PROCA1","9606","true","entrez gene:147011","false","PROCA1","SourceNode;gene;protein"
"DYT16|PACT|RAX","PRKRA","PRKRA","9606","true","ncbigene:8575","false","PRKRA","SourceNode;gene;protein"
"PKD2|nPKC-D2","PRKD2","PRKD2","9606","true","ncbigene:25865","false","PRKD2","SourceNode;gene;protein"
"ncbigene:5558|PRIM2A|p58","PRIM2","PRIM2","9606","true","ensembl:ENSG00000146143","false","PRIM2","SourceNode;gene;protein"
"Po","PRB4","PRB4","9606","true","ncbigene:5545","false","PRB4","SourceNode;gene;protein"
"G1|PRG","PRB3","PRB3","9606","true","ncbigene:5544","false","PRB3","SourceNode;protein"
"IB-9|PRPPRB1|Ps|cP7","PRB2","PRB2","9606","true","ncbigene:653247","false","PRB2","SourceNode;gene;protein"
"PM|PMF|PMS|PRB1L|PRB1M","PRB1","PRB1","9606","true","ncbigene:5542","false","PRB1","SourceNode;protein"
,"PRAMEF7","PRAMEF7",,"true","ncbigene:441871","false","PRAMEF7","SourceNode;gene"
,"PRAMEF4","PRAMEF4","9606","true","ncbigene:400735","false","PRAMEF4","SourceNode;gene;protein"
"DJ845O24.3","PRAMEF2","PRAMEF2","9606","true","ncbigene:65122","false","PRAMEF2","SourceNode;gene;protein"
,"PRAMEF11","PRAMEF11",,"true","ncbigene:440560","false","PRAMEF11","SourceNode;gene"
,"PRAMEF1","PRAMEF1",,"true","ncbigene:65121","false","PRAMEF1","SourceNode;gene"
"ASPP1|p53BP2-like|p85","PPP1R13B","PPP1R13B","9606","true","ncbigene:23368","false","PPP1R13B","SourceNode;gene;protein"
"HISPPD2A|IP6K|IPS1|VIP1|hsVIP1","PPIP5K1","PPIP5K1","9606","true","ensembl:ENSG00000168781","false","PPIP5K1","SourceNode;gene;protein"
"COAS-2","PPIAL4G","PPIAL4G","9606","true","ncbigene:644591","false","PPIAL4G","SourceNode;gene;protein"
"LPNA3","PPFIA3","PPFIA3","9606","true","ncbigene:8541","false","PPFIA3","SourceNode;gene;protein"
"ERRL1|PERC|PGC-1(beta)|PGC1B","PPARGC1B","PPARGC1B","9606","true","ensembl:ENSG00000155846","false","PPARGC1B","SourceNode;gene;protein"
"ACT|P704P|POTE14beta","POTEM","POTEM","9606","true","ncbigene:641455","false","POTEM","SourceNode;gene;protein"
"POTE2beta","POTEJ","POTEJ","9606","true","ncbigene:653781","false","POTEJ","SourceNode;gene;protein"
"A26C2|ACTBL1|CT104.4|POTE-14|POTE14|POTE14alpha|POTE22","POTEG","POTEG","9606","true","ncbigene:404785","false","POTEG","SourceNode;gene;protein"
"A26C1B|ACTB|POTE2alpha|POTEACTIN","POTEF","POTEF","9606","true","ncbigene:728378","false","POTEF","SourceNode;gene;protein"
"A26C1|A26C1A|CT104.2|POTE-2|POTE2|POTE2gamma","POTEE","POTEE","9606","true","entrez gene:445582","false","POTEE","SourceNode;gene;protein"
,"PNRC2","PNRC2","9606","true","ncbigene:55629","false","PNRC2","SourceNode;gene;protein"
,"PNMA5","PNMA5","9606","true","ncbigene:114824","false","PNMA5","SourceNode;gene;protein"
"PLEXD1","PLXND1","PLXND1","9606","true","ncbigene:23129","false","PLXND1","SourceNode;gene;protein"
"PLEXB3|PLEXR|PLXN6","PLXNB3","PLXNB3","9606","true","ncbigene:5365","false","PLXNB3","SourceNode;gene;protein"
"6.3|HSSEXGENE|PLXN3|PLXN4|XAP-6","PLXNA3","PLXNA3","9606","true","entrez gene:55558","false","PLXNA3","SourceNode;gene;protein"
"ncbigene:5361|NOV|NOVP|PLEXIN-A1|PLXN1","PLXNA1","PLXNA1","9606","true","ncbigene:5361","false","PLXNA1","SourceNode;gene;protein"
"KIAA1881|S3-12","PLIN4","PLIN4","9606","true","ncbigene:729359","false","PLIN4","SourceNode;protein"
"EBS1|EBSO|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN","PLEC","PLEC","9606","true","ncbigene:5339","false","PLEC","SourceNode;gene;protein"
"PLC-L4|PLC-eta2|PLCL4|PLCeta2","PLCH2","PLCH2","9606","true","ncbigene:9651","false","PLCH2","SourceNode;gene;protein"
"PBP|Pc-1|TRPP1","PKD1","PKD1","9606","true","ncbigene:5310","false","PKD1","SourceNode;gene;protein"
"DT1P1B11|PHRIP|TDAG51","PHLDA1","PHLDA1","9606","true","entrez gene:22822","false","PHLDA1","SourceNode;gene;protein"
"ncbigene:9678","PHF14","PHF14","9606","true","uniprot:O94880-2","false","PHF14","SourceNode;gene;protein"
"NR3C3|PR","PGR","PGR","9606","true","ensembl:ENSG00000082175","false","PGR","SourceNode;gene;protein"
"PGMRP","PGM5","PGM5","9606","true","ncbigene:5239","false","PGM5","SourceNode;gene;protein"
"PW1|ZKSCAN22|ZNF904|ZSCAN24","PEG3","PEG3","9606","true","ncbigene:5178","false","PEG3","SourceNode;gene;protein"
"CMYA2|MMGL","PDE4DIP","PDE4DIP","9606","true","ncbigene:9659","false","PDE4DIP","SourceNode;gene;protein"
"Hcam3|cam-PDE 1C|hCam-3","PDE1C","PDE1C","9606","true","ncbigene:5137","false","PDE1C","SourceNode;gene;protein"
,"PCMTD1","PCMTD1","9606","true","ncbigene:115294","false","PCMTD1","SourceNode;gene;protein"
"C20orf81|FAM113A|bA12M19.1","PCED1A","PCED1A","9606","true","ncbigene:64773","false","PCED1A","SourceNode;gene;protein"
,"PCDHGA1","PCDHGA1",,"true","ncbigene:56114","false","PCDHGA1","SourceNode;gene"
"PCDH-BETA8|PCDH3I","PCDHB8","PCDHB8","9606","true","ncbigene:56128","false","PCDHB8","SourceNode;gene;protein"
"PCDH-BETA2","PCDHB2","PCDHB2","9606","true","entrez gene:56133","false","PCDHB2","SourceNode;gene;protein"
"ME1|PCDH-BETA16|PCDH3X|PCDHB8a","PCDHB16","PCDHB16","9606","true","ensembl:ENSG00000272674","false","PCDHB16","SourceNode;gene;protein"
"PCDH-ALPHA9","PCDHA9","PCDHA9","9606","true","entrez gene:9752","false","PCDHA9","SourceNode;gene;protein"
"CNR4|CNRN4|CNRS4|CRNR4|PCDH-ALPHA7","PCDHA7","PCDHA7","9606","true","entrez gene:56141","false","PCDHA7","SourceNode;gene;protein"
"CNR6|CNRN6|CNRS6|CRNR6|PCDH-ALPHA5","PCDHA5","PCDHA5","9606","true","entrez gene:56143","false","PCDHA5","SourceNode;gene;protein"
"PCDH-ALPHA2","PCDHA2","PCDHA2","9606","true","entrez gene:56146","false","PCDHA2","SourceNode;gene;protein"
"PCDH-ALPHA1","PCDHA1","PCDHA1","9606","true","ncbigene:56147","false","PCDHA1","SourceNode;gene;protein"
"ADPRTL1|ARTD4|PARP-4|PARPL|PH5P|VAULT3|VPARP|VWA5C|p193","PARP4","PARP4","9606","true","ncbigene:143","false","PARP4","SourceNode;gene;protein"
"ATPSK2|BCYM4|SK2","PAPSS2","PAPSS2","9606","true","ncbigene:9060","false","PAPSS2","SourceNode;gene;protein"
"PAK65|PAKgamma|ncbigene:5062","PAK2","PAK2","9606","true","entrez gene:5062","false","PAK2","SourceNode;gene;protein"
"PABP3|PABPL3|tPABP","PABPC3","PABPC3","9606","true","entrez gene:5042","false","PABPC3","SourceNode;gene;protein"
"PAB1|PABP|PABP1|PABPC2|PABPL1|ncbigene:26986","PABPC1","PABPC1","9606","true","ncbigene:26986","false","PABPC1","SourceNode;gene;protein"
,"OTOP1","OTOP1","9606","true","ncbigene:133060","false","OTOP1","SourceNode;gene;protein"
"DFNB18B|MLEMP|OTGN","OTOG","OTOG","9606","true","entrez gene:340990","false","OTOG","SourceNode;gene;protein"
"ORP10|OSBP9","OSBPL10","OSBPL10","9606","true","ncbigene:114884","false","OSBPL10","SourceNode;gene;protein"
"OR9G5","OR9G1","OR9G1","9606","true","ncbigene:390174","false","OR9G1","SourceNode;gene;protein"
,"OR8U1","OR8U1","9606","true","ncbigene:219417","false","OR8U1","SourceNode;gene;protein"
,"OR8K1","OR8K1",,"true","ncbigene:390157","false","OR8K1","SourceNode;gene"
"OR11-298|OR8G5P|OR8G6","OR8G5","OR8G5","9606","true","ncbigene:219865","false","OR8G5","SourceNode;protein"
"HSHT2|OR19-8|OR7E24P|OR7E24Q","OR7E24","OR7E24","9606","true","ncbigene:26648","false","OR7E24","SourceNode;gene;protein"
"CIT-HSP-87M17|OR19-18|OR7C3","OR7C2","OR7C2","9606","true","ncbigene:26658","false","OR7C2","SourceNode;gene;protein"
"CIT-HSP-146E8|HSTPCR86P|OR19-5|OR7C4|TPCR86","OR7C1","OR7C1","9606","true","ncbigene:26664","false","OR7C1","SourceNode;gene;protein"
,"OR6C74","OR6C74",,"true","ncbigene:254783","false","OR6C74","SourceNode;gene"
,"OR5D18","OR5D18",,"true","ncbigene:219438","false","OR5D18","SourceNode;gene"
"OR5C2P|OR9-31|OR9-F","OR5C1","OR5C1","9606","true","entrez gene:392391","false","OR5C1","SourceNode;gene;protein"
,"OR52E8","OR52E8",,,,"false","OR52E8","SourceNode"
"OR15-1|OR15-5","OR4N4","OR4N4","9606","true","ncbigene:283694","false","OR4N4","SourceNode;gene;protein"
,"OR4M2","OR4M2",,"true","ncbigene:390538","false","OR4M2","SourceNode;gene"
,"OR4M1","OR4M1",,"true","ncbigene:441670","false","OR4M1","SourceNode;gene"
,"OR4K15","OR4K15",,,,"false","OR4K15","SourceNode"
,"OR4K14","OR4K14",,"true","ncbigene:122740","false","OR4K14","SourceNode;gene"
,"OR4C13","OR4C13",,"true","ncbigene:283092","false","OR4C13","SourceNode;gene"
,"OR4C12","OR4C12",,"true","entrez gene:283093","false","OR4C12","SourceNode;gene;protein"
,"OR4C11","OR4C11",,"true","ncbigene:219429","false","OR4C11","SourceNode;gene"
"OR11-106|OST208","OR4B1","OR4B1","9606","true","ncbigene:119765","false","OR4B1","SourceNode;gene;protein"
,"OR3A3","OR3A3",,,,"false","OR3A3","SourceNode"
"OLFRA03|OR17-40|OR17-82|OR40","OR3A1","OR3A1","9606","true","ncbigene:4994","false","OR3A1","SourceNode;gene;protein"
,"OR2Z1","OR2Z1",,"true","ncbigene:284383","false","OR2Z1","SourceNode;gene"
,"OR2T4","OR2T4",,,,"false","OR2T4","SourceNode"
,"OR2T35","OR2T35","9606","true","ncbigene:403244","false","OR2T35","SourceNode;gene;protein"
,"OR2T27","OR2T27",,"true","ncbigene:403239","false","OR2T27","SourceNode;gene"
"OR1-43|OR2T2P","OR2T2","OR2T2","9606","true","ncbigene:401992","false","OR2T2","SourceNode;gene;protein"
"OR2T11Q","OR2T11","OR2T11","9606","true","entrez gene:127077","false","OR2T11","SourceNode;protein"
,"OR2M5","OR2M5",,"true","ncbigene:127059","false","OR2M5","SourceNode;gene"
,"OR2M3","OR2M3",,"true","ncbigene:127062","false","OR2M3","SourceNode;gene"
,"OR2M2","OR2M2",,"true","ncbigene:391194","false","OR2M2","SourceNode;gene"
,"OR2L8","OR2L8",,,,"false","OR2L8","SourceNode"
"OR2L11|OR2L5P","OR2L5","OR2L5","9606","true","ncbigene:81466","false","OR2L5","SourceNode;gene;protein"
,"OR2L2","OR2L2",,"true","ncbigene:26246","false","OR2L2","SourceNode;gene"
,"OR2J3","OR2J3",,"true","ncbigene:442186","false","OR2J3","SourceNode;gene"
,"OR2G6","OR2G6","9606","true","ncbigene:391211","false","OR2G6","SourceNode;gene;protein"
,"OR2AK2","OR2AK2",,"true","ncbigene:391191","false","OR2AK2","SourceNode;gene"
,"OR1S2","OR1S2",,"true","ncbigene:219958","false","OR1S2","SourceNode;gene"
,"OR1K1","OR1K1",,"true","ncbigene:392392","false","OR1K1","SourceNode;gene"
,"OR1J2","OR1J2",,"true","ncbigene:26740","false","OR1J2","SourceNode;gene"
,"OR1J1","OR1J1",,"true","ncbigene:347168","false","OR1J1","SourceNode;gene"
"HGM071|OR13-66|OR17-2|OR17-32|OR1E5|OR1E6|OR1E8P|OR1E9P|OST547","OR1E1","OR1E1","9606","true","ncbigene:8387","false","OR1E1","SourceNode;gene;protein"
"C17orf2|OR17-2|OR17-30|OR17-31","OR1D5","OR1D5","9606","true","ncbigene:8386","false","OR1D5","SourceNode;gene;protein"
"OR17-7","OR1A1","OR1A1","9606","true","ncbigene:8383","false","OR1A1","SourceNode;gene;protein"
"OR5BU1|OR5BU1P","OR14I1","OR14I1","9606","true","entrez gene:401994","false","OR14I1","SourceNode;gene;protein"
,"OR13C2","OR13C2",,"true","ncbigene:392376","false","OR13C2","SourceNode;gene"
,"OR12D2","OR12D2",,,,"false","OR12D2","SourceNode"
,"OR11L1","OR11L1",,"true","ncbigene:391189","false","OR11L1","SourceNode;gene"
,"OR10H2","OR10H2","9606","true","ensembl:ENSG00000171942","false","OR10H2","SourceNode;gene;protein"
,"OR10H1","OR10H1","9606","true","ensembl:ENSG00000186723","false","OR10H1","SourceNode;gene;protein"
"C19orf19","ODF3L2","ODF3L2","9606","true","entrez gene:284451","false","ODF3L2","SourceNode;gene;protein"
"ARHGEF30|UNC89","OBSCN","OBSCN","9606","true","OBSCN","false","OBSCN","SourceNode;gene;protein"
"p100|p100OAS","OAS3","OAS3","9606","true","entrez gene:4940","false","OAS3","SourceNode;gene;protein"
"HNUP153|N153","NUP153","NUP153","9606","true","ncbigene:9972","false","NUP153","SourceNode;gene;protein"
"CAG3A|CTG3a|NBL|NUMB-R|NUMBLIKE|NUMBR|TNRC23","NUMBL","NUMBL","9606","true","ncbigene:9253","false","NUMBL","SourceNode;gene;protein"
"APS2|DIPP3a|hDIPP3alpha","NUDT10","NUDT10","9606","true","ncbigene:170685","false","NUDT10","SourceNode;gene;protein"
"ncbigene:4893|ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6","NRAS","NRAS","9606","true","NRAS","false","NRAS","SourceNode;gene;protein"
"A-761H5.4|NPIPL2","NPIPB15","NPIPB15","9606","true","entrez gene:440348","false","NPIPB15","SourceNode;gene;protein"
,"NPIPA5","NPIPA5",,"true","ncbigene:100288332","false","NPIPA5","SourceNode;gene"
"C15orf2","NPAP1","NPAP1","9606","true","ncbigene:23742","false","NPAP1","SourceNode;gene;protein"
,"NOTCH2NL","NOTCH2NL",,,,"false","NOTCH2NL","SourceNode"
"ncbigene:4851|AOS5|AOVD1|TAN1|hN1","NOTCH1","NOTCH1","9606","true","NOTCH1","false","NOTCH1","SourceNode;gene;protein"
"IHPS1|N-NOS|NC-NOS|NOS|bNOS|nNOS","NOS1","NOS1","9606","true","entrez gene:4842","false","NOS1","SourceNode;gene;protein"
"GCCD4","NNT","NNT","9606","true","ensembl:ENSG00000112992","false","NNT","SourceNode;gene;protein"
"CLR19.1|NALP9|NOD6|PAN12","NLRP9","NLRP9","9606","true","ncbigene:338321","false","NLRP9","SourceNode;gene;protein"
"CLR19.2|NALP8|NOD16|PAN4","NLRP8","NLRP8","9606","true","ncbigene:126205","false","NLRP8","SourceNode;gene;protein"
"CLR19.8|MATER|NALP5|PAN11|PYPAF8","NLRP5","NLRP5","9606","true","entrez gene:126206","false","NLRP5","SourceNode;gene;protein"
"CLR19.5|CT58|NALP4|PAN2|PYPAF4|RNH2","NLRP4","NLRP4","9606","true","entrez gene:147945","false","NLRP4","SourceNode;gene;protein"
"CLR19.7|NALP13|NOD14|PAN13","NLRP13","NLRP13","9606","true","entrez gene:126204","false","NLRP13","SourceNode;gene;protein"
"CLR16.1|NOD27|NOD4","NLRC5","NLRC5","9606","true","ncbigene:84166","false","NLRC5","SourceNode;gene;protein"
"CDLS|CDLS1|IDN3|IDN3-B|Scc2","NIPBL","NIPBL","9606","true","ensembl:ENSG00000164190","false","NIPBL","SourceNode;gene;protein"
,"NIPA2","NIPA2","9606","true","ncbigene:81614","false","NIPA2","SourceNode;gene;protein"
,"NHSL2","NHSL2","9606","true","ncbigene:340527","false","NHSL2","SourceNode;gene;protein"
"NFX2|TEG-42|Tex42","NFX1","NFX1","9606","true","ncbigene:4799","false","NFX1","SourceNode;gene;protein"
"IKBA|MAD-3|NFKBI","NFKBIA","NFKBIA","9606","true","ncbigene:4792","false","NFKBIA","SourceNode;gene;protein"
"NFNS|VRNF|WSS","NF1","NF1","9606","true","ncbigene:4763","false","NF1","SourceNode;gene;protein"
"D6S45|NELF-E|RD|RDBP|RDP|ncbigene:7936","NELFE","NELFE","9606","true","ncbigene:7936","false","NELFE","SourceNode;gene;protein"
"NFH","NEFH","NEFH","9606","true","ensembl:ENSG00000100285","false","NEFH","SourceNode;gene;protein"
"NEB177D|NEM2","NEB","NEB","9606","true","ncbigene:4703","false","NEB","SourceNode;gene;protein"
"C4orf31","NDNF","NDNF","9606","true","ncbigene:79625","false","NDNF","SourceNode;gene;protein"
"B7-H6|B7H6|DKFZp686O24166","NCR3LG1","NCR3LG1","9606","true","ncbigene:374383","false","NCR3LG1","SourceNode;gene;protein"
"N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR|ncbigene:9611","NCOR1","NCOR1","9606","true","ncbigene:9611","false","NCOR1","SourceNode;gene;protein"
"AE01","NBPF9","NBPF9","9606","true","ncbigene:400818","false","NBPF9","SourceNode;gene;protein"
"DJ328E19.C1.1|NBPF","NBPF14","NBPF14","9606","true","ncbigene:25832","false","NBPF14","SourceNode;protein"
"AB6|AG1|NBPF9","NBPF10","NBPF10","9606","true","ncbigene:100132406","false","NBPF10","SourceNode;gene;protein"
"AB13|AB14|AB23|AD2|NBG|NBPF","NBPF1","NBPF1","9606","true","ncbigene:55672","false","NBPF1","SourceNode;protein"
"POMFIL3|STEERIN1|UNC53H1","NAV1","NAV1","9606","true","ncbigene:89796","false","NAV1","SourceNode;gene;protein"
"BIRC1|NLRB1|psiNAIP","NAIP","NAIP","9606","true","ncbigene:4671","false","NAIP","SourceNode;gene;protein"
"ANAC|NACAL","NACA2","NACA2","9606","true","NACA2","false","NACA2","SourceNode;gene;protein"
"NZF1|ZC2HC4B","MYT1L","MYT1L","9606","true","ncbigene:23040","false","MYT1L","SourceNode;gene;protein"
"P42pop","MYPOP","MYPOP","9606","true","ncbigene:339344","false","MYPOP","SourceNode;gene;protein"
,"MYO5B","MYO5B","9606","true","ncbigene:4645","false","MYO5B","SourceNode;gene;protein"
"GS1|MYH12|MYO5|MYR12","MYO5A","MYO5A","9606","true","MYO5A","false","MYO5A","SourceNode;gene;protein"
"ncbigene:4641|MMI-beta|MMIb|NMI|myr2","MYO1C","MYO1C","9606","true","uniprot:O00159","false","MYO1C","SourceNode;gene;protein"
,"MYO18B","MYO18B","9606","true","ncbigene:84700","false","MYO18B","SourceNode;gene;protein"
"DFNB3|MYO15","MYO15A","MYO15A","9606","true","ncbigene:51168","false","MYO15A","SourceNode;gene;protein"
"MLCK|MLCK2|caMLCK","MYLK3","MYLK3","9606","true","MYLK3","false","MYLK3","SourceNode;gene;protein"
,"MYL5","MYL5","9606","true","ncbigene:4636","false","MYL5","SourceNode;gene;protein"
"CMD1S|CMH1|MPD1|MYHCB|SPMD|SPMM","MYH7","MYH7","9606","true","ensembl:ENSG00000092054","false","MYH7","SourceNode;gene;protein"
"ASD3|CMD1EE|CMH14|MYHC|MYHCA|SSS3|alpha-MHC","MYH6","MYH6","9606","true","entrez gene:4624","false","MYH6","SourceNode;gene;protein"
"DFNA4|DFNA4A|MHC16|MYH17|NMHC II-C|NMHC-II-C|PNMHH|myosin","MYH14","MYH14","9606","true","ncbigene:79784","false","MYH14","SourceNode;gene;protein"
"AAT4|FAA4|SMHC|SMMHC","MYH11","MYH11","9606","true","ensembl:ENSG00000133392","false","MYH11","SourceNode;gene;protein"
"MUC-6","MUC6","MUC6","9606","true","ncbigene:4588","false","MUC6","SourceNode;gene;protein"
"ASGP|HSA276359|MUC-4","MUC4","MUC4","9606","true","entrez gene:4585","false","MUC4","SourceNode;gene;protein"
"MUC-3A|MUC3","MUC3A","MUC3A","9606","true","ncbigene:4584","false","MUC3A","SourceNode;gene;protein"
"MUC-20","MUC20","MUC20","9606","true","ncbigene:200958","false","MUC20","SourceNode;gene;protein"
"MLP|MUC-2|SMUC","MUC2","MUC2","9606","true","ncbigene:4583","false","MUC2","SourceNode;protein"
"CA125","MUC16","MUC16","9606","true","ncbigene:94025","false","MUC16","SourceNode;gene;protein"
"MUC-11|MUC-12|MUC11","MUC12","MUC12","9606","true","ncbigene:10071","false","MUC12","SourceNode;gene;protein"
,"MTSS1L","MTSS1L",,,,"false","MTSS1L","SourceNode"
,"MTHFD2L","MTHFD2L","9606","true","ncbigene:441024","false","MTHFD2L","SourceNode;gene;protein"
"FTHFSDC1|MTC1THFS|dJ292B18.2","MTHFD1L","MTHFD1L","9606","true","entrez gene:25902","false","MTHFD1L","SourceNode;gene;protein"
"MRP-S18-1|MRP-S18-c|MRPS18-1|S18mt-c|mrps18-c","MRPS18C","MRPS18C","9606","true","ensembl:ENSG00000163319","false","MRPS18C","SourceNode;gene;protein"
"BRIP1|L36mt|MRP-L36|PRPL36|RPMJ","MRPL36","MRPL36","9606","true","ncbigene:64979","false","MRPL36","SourceNode;gene;protein"
"HEATR7A","MROH1","MROH1","9606","true","ensembl:ENSG00000179832","false","MROH1","SourceNode;gene;protein"
"C8orf57|MMP-X2|MT-MMP2|MT-MMP3|MT3-MMP","MMP16","MMP16","9606","true","entrez gene:4325","false","MMP16","SourceNode;gene;protein"
"ENL|LTG19|YEATS1","MLLT1","MLLT1","9606","true","ncbigene:4298","false","MLLT1","SourceNode;gene;protein"
,"MLK4","MLK4",,,,"false","MLK4","SourceNode"
"CMM8|MI|WS2|WS2A|bHLHe32","MITF","MITF","9606","true","ensembl:ENSG00000187098","false","MITF","SourceNode;gene;protein"
"MG|MGA","MGAM","MGAM","9606","true","MGAM","false","MGAM","SourceNode;gene;protein"
