"alias","Matching.Attribute","name","Organism Taxon Id","querynode","represents","selected","shared name","Type"
"METL|METTL2|METTL2A|PSENIP1","METTL2B","METTL2B","9606","true","ncbigene:55798","false","METTL2B","SourceNode;gene;protein"
"METT5D1","METTL15","METTL15","9606","true","ncbigene:196074","false","METTL15","SourceNode;gene;protein"
"SPATA38","MEI1","MEI1","9606","true","ncbigene:150365","false","MEI1","SourceNode;gene;protein"
,"MEF2BNB-MEF2B","MEF2BNB-MEF2B",,,,"false","MEF2BNB-MEF2B","SourceNode"
"NOPAR|TNRC11L|TRALP|TRALPUSH","MED12L","MED12L","9606","true","ensembl:ENSG00000144893","false","MED12L","SourceNode;gene;protein"
"AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3","MECOM","MECOM","9606","true","ncbigene:2122","false","MECOM","SourceNode;gene;protein"
"BB1|LENG4|LPIAT|LRC4|MBOA7|OACT7|hMBOA-7","MBOAT7","MBOAT7","9606","true","ncbigene:79143","false","MBOAT7","SourceNode;gene;protein"
"ncbigene:4154|EXP|EXP35|EXP40|EXP42|MBNL","MBNL1","MBNL1","9606","true","ncbigene:4154","false","MBNL1","SourceNode;gene;protein"
"bHLHd4","MAX","MAX","9606","true","ncbigene:4149","false","MAX","SourceNode;gene;protein"
"HPK1","MAP4K1","MAP4K1","9606","true","MAP4K1","false","MAP4K1","SourceNode;gene;protein"
,"MAP4","MAP4","9606","true","ncbigene:4134","false","MAP4","SourceNode;gene;protein"
"MEKK9|MLK1|PRKE1","MAP3K9","MAP3K9","9606","true","ncbigene:4293","false","MAP3K9","SourceNode;gene;protein"
"RCK|YSK4","MAP3K19","MAP3K19","9606","true","entrez gene:80122","false","MAP3K19","SourceNode;gene;protein"
"MEKK10|MLK2|MST","MAP3K10","MAP3K10","9606","true","ncbigene:4294","false","MAP3K10","SourceNode;gene;protein"
,"MANEAL","MANEAL","9606","true","ncbigene:149175","false","MANEAL","SourceNode;gene;protein"
"CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3","MAML3","MAML3","9606","true","ncbigene:55534","false","MAML3","SourceNode;protein"
"MAM-3|MAM2|MAM3|MLL-MAML2","MAML2","MAML2","9606","true","ncbigene:84441","false","MAML2","SourceNode;gene;protein"
"HCA3","MAGEE2","MAGEE2","9606","true","ncbigene:139599","false","MAGEE2","SourceNode;gene;protein"
"CT7|CT7.1","MAGEC1","MAGEC1","9606","true","entrez gene:9947","false","MAGEC1","SourceNode;gene;protein"
"CT1.6|MAGE-3b|MAGE3B|MAGE6","MAGEA6","MAGEA6","9606","true","ncbigene:4105","false","MAGEA6","SourceNode;gene;protein"
"CT1.12|MAGE12","MAGEA12","MAGEA12","9606","true","ncbigene:4111","false","MAGEA12","SourceNode;gene;protein"
"MACAM1","MADCAM1","MADCAM1","9606","true","ncbigene:8174","false","MADCAM1","SourceNode;gene;protein"
"7A5|SH3BP4L","MACC1","MACC1","9606","true","ncbigene:346389","false","MACC1","SourceNode;gene;protein"
"CHS|CHS1","LYST","LYST","9606","true","ensembl:ENSG00000143669","false","LYST","SourceNode;gene;protein"
"TNFC|TNFSF3|p33","LTB","LTB","9606","true","ncbigene:4050","false","LTB","SourceNode;gene;protein"
"MUF1","LRRC41","LRRC41","9606","true","ncbigene:10489","false","LRRC41","SourceNode;gene;protein"
"C14orf121|CARMIL3|crml-1","LRRC16B","LRRC16B","9606","true","ncbigene:90668","false","LRRC16B","SourceNode;protein"
"AK38|APOA|LP","LPA","LPA","9606","true","ncbigene:4018","false","LPA","SourceNode;gene;protein"
"LMX1|LMX1.1","LMX1A","LMX1A","9606","true","entrez gene:4009","false","LMX1A","SourceNode;gene;protein"
"CD85D|ILT-4|ILT4|LIR-2|LIR2|MIR-10|MIR10","LILRB2","LILRB2","9606","true","ensembl:ENSG00000131042","false","LILRB2","SourceNode;gene;protein"
"CD85J|ILT-2|ILT2|LIR-1|LIR1|MIR-7|MIR7","LILRB1","LILRB1","9606","true","ncbigene:10859","false","LILRB1","SourceNode;gene;protein"
,"LILRA4","LILRA4",,"true","ensembl:ENSG00000239961","false","LILRA4","SourceNode;gene;protein"
,"LILRA2","LILRA2",,"true","ncbigene:11027","false","LILRA2","SourceNode;gene"
"CD85I|LIR-6|LIR6","LILRA1","LILRA1","9606","true","LILRA1","false","LILRA1","SourceNode;gene;protein"
"LGIL3","LGI4","LGI4","9606","true","ncbigene:163175","false","LGI4","SourceNode;gene;protein"
"ncbigene:3945|HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5","LDHB","LDHB","9606","true","uniprot:P07195","false","LDHB","SourceNode;gene;protein"
"MLR1","LCORL","LCORL","9606","true","ncbigene:254251","false","LCORL","SourceNode;gene;protein"
"PMFA|TLC|TP|VEGP","LCN1","LCN1","9606","true","entrez gene:3933","false","LCN1","SourceNode;gene;protein"
"LEP10|SPRL1B|XP5","LCE2B","LCE2B","9606","true","ncbigene:26239","false","LCE2B","SourceNode;gene;protein"
"LEP9","LCE2A","LCE2A","9606","true","ncbigene:353139","false","LCE2A","SourceNode;gene;protein"
"LEP6","LCE1F","LCE1F","9606","true","ncbigene:353137","false","LCE1F","SourceNode;gene;protein"
"LEP5","LCE1E","LCE1E","9606","true","ncbigene:353135","false","LCE1E","SourceNode;gene;protein"
"HSPC192|ILFS1|LARS1|LEURS|LEUS|LFIS|LRS|PIG44|RNTLS|hr025Cl","LARS","LARS","9606","true","ncbigene:51520","false","LARS","SourceNode;protein"
"LAPTM4beta|LC27","LAPTM4B","LAPTM4B","9606","true","ncbigene:55353","false","LAPTM4B","SourceNode;gene;protein"
"B2T|BM600|CSF|EBR2|EBR2A|LAMB2T|LAMNB2","LAMC2","LAMC2","9606","true","ncbigene:3918","false","LAMC2","SourceNode;gene;protein"
"BM600|E170|LAMNA|LOCS","LAMA3","LAMA3","9606","true","LAMA3","false","LAMA3","SourceNode;gene;protein"
"LAMM","LAMA2","LAMA2","9606","true","entrez gene:3908","false","LAMA2","SourceNode;gene;protein"
"CAML1|CD171|HSAS|HSAS1|MASA|MIC5|N-CAM-L1|N-CAML1|NCAM-L1|S10|SPG1","L1CAM","L1CAM","9606","true","ensembl:ENSG00000198910","false","L1CAM","SourceNode;gene;protein"
"KAP9.5|KAP9.9|KRTAP9-5|KRTAP9.9","KRTAP9-9","KRTAP9-9","9606","true","entrez gene:81870","false","KRTAP9-9","SourceNode;gene;protein"
,"KRTAP9-6","KRTAP9-6",,"true","ncbigene:100507608","false","KRTAP9-6","SourceNode;gene"
"KRTAP5-3|KRTAP5.7","KRTAP5-7","KRTAP5-7","9606","true","entrez gene:440050","false","KRTAP5-7","SourceNode;gene;protein"
,"KRTAP5-5","KRTAP5-5",,"true","ncbigene:439915","false","KRTAP5-5","SourceNode;gene"
"KRTAP5.4","KRTAP5-4","KRTAP5-4","9606","true","entrez gene:387267","false","KRTAP5-4","SourceNode;gene;protein"
"KRTAP5-8|KRTAP5.2","KRTAP5-2","KRTAP5-2","9606","true","KRTAP5-2","false","KRTAP5-2","SourceNode;gene;protein"
,"KRTAP5-10","KRTAP5-10",,"true","ncbigene:387273","false","KRTAP5-10","SourceNode;gene"
"KRN1L|KRTAP5.1","KRTAP5-1","KRTAP5-1","9606","true","ncbigene:387264","false","KRTAP5-1","SourceNode;gene;protein"
,"KRTAP4-6","KRTAP4-6",,"true","ncbigene:81871","false","KRTAP4-6","SourceNode;gene"
"KAP4.5|KRTAP4.5","KRTAP4-5","KRTAP4-5","9606","true","ncbigene:85289","false","KRTAP4-5","SourceNode;gene;protein"
"KAP4.11|KAP4.14|KRTAP4-14|KRTAP4.14","KRTAP4-11","KRTAP4-11","9606","true","ncbigene:653240","false","KRTAP4-11","SourceNode;gene;protein"
"KAP10.8|KRTAP18-8|KRTAP18.8","KRTAP10-8","KRTAP10-8","9606","true","ncbigene:386681","false","KRTAP10-8","SourceNode;gene;protein"
"KAP10.7|KAP18.7|KRTAP18-7","KRTAP10-7","KRTAP10-7","9606","true","KRTAP10-7","false","KRTAP10-7","SourceNode;gene;protein"
"KAP10.2|KAP18-2|KAP18.2|KRTAP10.2|KRTAP18-2|KRTAP18.2","KRTAP10-2","KRTAP10-2","9606","true","ncbigene:386679","false","KRTAP10-2","SourceNode;gene;protein"
"KAP1.5|KRTAP1.5","KRTAP1-5","KRTAP1-5","9606","true","ncbigene:83895","false","KRTAP1-5","SourceNode;gene;protein"
"HB6|Hb1|KRTHB1|KRTHB6|MNX|hHb6","KRT86","KRT86","9606","true","ncbigene:3892","false","KRT86","SourceNode;gene;protein"
"CARD2|CK-8|CK8|CYK8|K2C8|K8|KO","KRT8","KRT8","9606","true","ensembl:ENSG00000170421","false","KRT8","SourceNode;gene;protein"
"K6E|KRT6E|PPKNEFD","KRT6C","KRT6C","9606","true","ensembl:ENSG00000170465","false","KRT6C","SourceNode;gene;protein"
"CK-6B|CK6B|K6B|KRTL1|PC2|PC4","KRT6B","KRT6B","9606","true","ensembl:ENSG00000185479","false","KRT6B","SourceNode;gene;protein"
"CK5|DDD|DDD1|EBS2|K5|KRT5A","KRT5","KRT5","9606","true","ncbigene:3852","false","KRT5","SourceNode;gene;protein"
"HA8|KRTHA8|hHa8","KRT38","KRT38","9606","true","entrez gene:8687","false","KRT38","SourceNode;gene;protein"
"C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2","KRAS","KRAS","9606","true","ncbigene:3845","false","KRAS","SourceNode;gene;protein"
"ncbigene:448834|C1orf45","KPRP","KPRP","9606","true","ncbigene:448834","false","KPRP","SourceNode;gene;protein"
,"KPNA7","KPNA7","9606","true","ncbigene:402569","false","KPNA7","SourceNode;gene;protein"
"HDCMC04P|MLL5|NKp44L","KMT2E","KMT2E","9606","true","entrez gene:55904","false","KMT2E","SourceNode;gene;protein"
"AAD10|ALR|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21","KMT2D","KMT2D","9606","true","ncbigene:8085","false","KMT2D","SourceNode;gene;protein"
"HALR|MLL3","KMT2C","KMT2C","9606","true","ncbigene:58508","false","KMT2C","SourceNode;gene;protein"
"HRX2|MLL1B|MLL2|MLL4|TRX2|WBP-7|WBP7","KMT2B","KMT2B","9606","true","ncbigene:9757","false","KMT2B","SourceNode;gene;protein"
"CD159c|NKG2-C|NKG2C","KLRC2","KLRC2","9606","true","ensembl:ENSG00000205809","false","KLRC2","SourceNode;gene;protein"
,"KLHL34","KLHL34","9606","true","ncbigene:257240","false","KLHL34","SourceNode;gene;protein"
"ABP-KELCH|MAV|MAYVEN","KLHL2","KLHL2","9606","true","ncbigene:11275","false","KLHL2","SourceNode;gene;protein"
"KLC2|KLC2L|KLCt|KNS2B","KLC3","KLC3","9606","true","ncbigene:147700","false","KLC3","SourceNode;gene;protein"
"CD158Z|KIR3DL7|KIR44|KIRC1","KIR3DL3","KIR3DL3","9606","true","entrez gene:115653","false","KIR3DL3","SourceNode;gene;protein"
"CD158K|NKAT-4|NKAT4|NKAT4B|p140","KIR3DL2","KIR3DL2","9606","true","ncbigene:3812","false","KIR3DL2","SourceNode;gene;protein"
"CD158D|G9P|KIR-103AS|KIR103|KIR103AS","KIR2DL4","KIR2DL4","9606","true","ncbigene:3805","false","KIR2DL4","SourceNode;gene;protein"
"CD158A|KIR-K64|KIR221|NKAT|NKAT-1|NKAT1|p58.1","KIR2DL1","KIR2DL1","9606","true","KIR2DL1","false","KIR2DL1","SourceNode;gene;protein"
,"KIF26B","KIF26B","9606","true","entrez gene:55083","false","KIF26B","SourceNode;gene;protein"
"RBKIN|bA500C11.2","KIF13A","KIF13A","9606","true","ncbigene:63971","false","KIF13A","SourceNode;gene;protein"
,"KIAA2022","KIAA2022",,,,"false","KIAA2022","SourceNode"
,"KIAA2018","KIAA2018",,,,"false","KIAA2018","SourceNode"
,"KIAA1211L","KIAA1211L",,,,"false","KIAA1211L","SourceNode"
,"KIAA0226L","KIAA0226L",,,,"false","KIAA0226L","SourceNode"
,"KIAA0125","KIAA0125",,,,"false","KIAA0125","SourceNode"
"ncbigene:10657|Sam68|p62|p68","KHDRBS1","KHDRBS1","9606","true","ensembl:ENSG00000121774","false","KHDRBS1","SourceNode;gene;protein"
"HY|HYA|JARID1D|SMCY","KDM5D","KDM5D","9606","true","ncbigene:8284","false","KDM5D","SourceNode;gene;protein"
,"KDM4E","KDM4E",,"true","ncbigene:390245","false","KDM4E","SourceNode;gene"
,"KCNT1","KCNT1",,"true","ncbigene:57582","false","KCNT1","SourceNode;gene"
"DFNA2|DFNA2A|KV7.4","KCNQ4","KCNQ4","9606","true","ncbigene:9132","false","KCNQ4","SourceNode;gene;protein"
"GIRK1|KGA|KIR3.1","KCNJ3","KCNJ3","9606","true","ncbigene:3760","false","KCNJ3","SourceNode;gene;protein"
"IRK-2|IRK2|KCNJN1|Kir2.2|Kir2.2v|hIRK|hIRK1|hkir2.2x|kcnj12x","KCNJ12","KCNJ12","9606","true","ncbigene:3768","false","KCNJ12","SourceNode;gene;protein"
"WHDC1L3","JMY","JMY","9606","true","ncbigene:133746","false","JMY","SourceNode;gene;protein"
"IP3R|IP3R3","ITPR3","ITPR3","9606","true","ITPR3","false","ITPR3","SourceNode;gene;protein"
"CFAP48|IP3R2","ITPR2","ITPR2","9606","true","ncbigene:3709","false","ITPR2","SourceNode;gene;protein"
"ncbigene:3708|ACV|CLA4|INSP3R1|IP3R|IP3R1|PPP1R94|SCA15|SCA16|SCA29","ITPR1","ITPR1","9606","true","ncbigene:3708","false","ITPR1","SourceNode;gene;protein"
"BR|CD49B|GPIa|HPA-5|VLA-2|VLAA2","ITGA2","ITGA2","9606","true","ensembl:ENSG00000164171","false","ITGA2","SourceNode;gene;protein"
"HIRS-1","IRS1","IRS1","9606","true","IRS1","false","IRS1","SourceNode;gene;protein"
"CINEMA|IFGGE|IRGC1|Iigp5|R30953_1","IRGC","IRGC","9606","true","ncbigene:56269","false","IRGC","SourceNode;gene;protein"
"C14orf4|EAP1","IRF2BPL","IRF2BPL","9606","true","ncbigene:64207","false","IRF2BPL","SourceNode;gene;protein"
"IRF-1|MAR","IRF1","IRF1","9606","true","ncbigene:3659","false","IRF1","SourceNode;gene;protein"
,"IQSEC3","IQSEC3","9606","true","ncbigene:440073","false","IQSEC3","SourceNode;gene;protein"
"IMP13|KAP13|LGL2|RANBP13","IPO13","IPO13","9606","true","ncbigene:9670","false","IPO13","SourceNode;gene;protein"
"SHIP|SHIP-1|SHIP1|SIP-145|hp51CN|p150Ship","INPP5D","INPP5D","9606","true","ensembl:ENSG00000168918","false","INPP5D","SourceNode;gene;protein"
,"INHBE","INHBE","9606","true","entrez gene:83729","false","INHBE","SourceNode;gene;protein"
"ncbigene:64423|C14orf151|C14orf173|CMTDIE|FSGS5|pp9484","INF2","INF2","9606","true","uniprot:Q27J81","false","INF2","SourceNode;gene;protein"
"ncbigene:3611|HEL-S-28|ILK-1|ILK-2|P59|p59ILK","ILK","ILK","9606","true","ncbigene:3611","false","ILK","SourceNode;gene;protein"
"CRL|CRL3|GLM-R|GLMR|GPL|IL-31RA|PLCA2|PRO21384|hGLM-R","IL31RA","IL31RA","9606","true","ncbigene:133396","false","IL31RA","SourceNode;gene;protein"
,"IGSF9B","IGSF9B","9606","true","ncbigene:22997","false","IGSF9B","SourceNode;gene;protein"
,"IGLL5","IGLL5","9606","true","ncbigene:100423062","false","IGLL5","SourceNode;gene;protein"
"EEF1A2BP1","IGFN1","IGFN1","9606","true","ncbigene:91156","false","IGFN1","SourceNode;gene;protein"
"IFN-alphaO","IFNA16","IFNA16","9606","true","ncbigene:3449","false","IFNA16","SourceNode;gene;protein"
"CILD5|HYDIN1|HYDIN2|PPP1R31","HYDIN","HYDIN","9606","true","entrez gene:54768","false","HYDIN","SourceNode;gene;protein"
"ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MULE|URE-B1|UREB1","HUWE1","HUWE1","9606","true","ncbigene:10075","false","HUWE1","SourceNode;gene;protein"
"D6S182|HSP84|HSP90B|HSPC2|HSPCB|ncbigene:3326","HSP90AB1","HSP90AB1","9606","true","ncbigene:3326","false","HSP90AB1","SourceNode;gene;protein"
"PRAP|SDR37C1","HSD17B7","HSD17B7","9606","true","ncbigene:51478","false","HSD17B7","SourceNode;gene;protein"
"FLG3|S100A16|S100a18","HRNR","HRNR","9606","true","entrez gene:388697","false","HRNR","SourceNode;gene;protein"
"LGLL338|PRO537|UNQ338","HRCT1","HRCT1","9606","true","ncbigene:646962","false","HRCT1","SourceNode;gene;protein"
"BSAS|HOX1|HOX1F","HOXA1","HOXA1","9606","true","ncbigene:3198","false","HOXA1","SourceNode;gene;protein"
"HNRPL|hnRNP-L|ncbigene:3191","HNRNPL","HNRNPL","9606","true","ncbigene:3191","false","HNRNPL","SourceNode;gene;protein"
"HNRPCL1","HNRNPCL1","HNRNPCL1","9606","true","ncbigene:343069","false","HNRNPCL1","SourceNode;gene;protein"
"HLA-DRB","HLA-DRB5","HLA-DRB5","9606","true","ncbigene:3127","false","HLA-DRB5","SourceNode;gene;protein"
"HLA-DQB1|HLA-DXB","HLA-DQB2","HLA-DQB2","9606","true","ensembl:ENSG00000232629","false","HLA-DQB2","SourceNode;gene;protein"
"DX-ALPHA|HLA-DXA","HLA-DQA2","HLA-DQA2","9606","true","ncbigene:3118","false","HLA-DQA2","SourceNode;gene;protein"
"CD|CELIAC1|DQ-A1|GSE|HLA-DQA","HLA-DQA1","HLA-DQA1","9606","true","ncbigene:3117","false","HLA-DQA1","SourceNode;gene;protein"
"ncbigene:3107|D6S204|HLA-JY3|HLC-C|PSORS1","HLA-C","HLA-C","9606","true","uniprot:P30504","false","HLA-C","SourceNode;gene;protein"
"AS|HLAB|SPDA1|ncbigene:3106","HLA-B","HLA-B","9606","true","ncbigene:3106","false","HLA-B","SourceNode;gene;protein"
"ncbigene:3105|HLAA","HLA-A","HLA-A","9606","true","uniprot:P30455","false","HLA-A","SourceNode;gene;protein"
"HIV-EP2|MBP-2|MIBP1|SHN2|ZAS2|ZNF40B","HIVEP2","HIVEP2","9606","true","ncbigene:3097","false","HIVEP2","SourceNode;gene;protein"
,"HIST1H1E","HIST1H1E",,,,"false","HIST1H1E","SourceNode"
"DYRK6|FIST3|PKY|YAK1","HIPK3","HIPK3","9606","true","ncbigene:10114","false","HIPK3","SourceNode;gene;protein"
"D15F37S1|MRT38|SHEP1|jdf2|p528|ncbigene:8924","HERC2","HERC2","9606","true","ncbigene:8924","false","HERC2","SourceNode;gene;protein"
"p532|p619","HERC1","HERC1","9606","true","ncbigene:8925","false","HERC1","SourceNode;gene;protein"
"ncbigene:85441|PDIP-1|PRIC285","HELZ2","HELZ2","9606","true","ncbigene:85441","false","HELZ2","SourceNode;gene;protein"
"HEG|MST112|MSTP112","HEG1","HEG1","9606","true","HEG1","false","HEG1","SourceNode;gene;protein"
,"HCAR2","HCAR2",,"true","HCAR2","false","HCAR2","SourceNode;gene"
"HAVCR|HAVCR-1|KIM-1|KIM1|TIM|TIM-1|TIM1|TIMD-1|TIMD1","HAVCR1","HAVCR1","9606","true","ncbigene:26762","false","HAVCR1","SourceNode;gene;protein"
"ncbigene:3032|ECHB|MTPB|TP-BETA","HADHB","HADHB","9606","true","entrez gene:3032","false","HADHB","SourceNode;gene;protein"
,"H1FNT","H1FNT",,,,"false","H1FNT","SourceNode"
"ADF|AGEL","GSN","GSN","9606","true","ensembl:ENSG00000148180","false","GSN","SourceNode;gene;protein"
"CSNB1B|GPRC1F|MGLUR6|mGlu6","GRM6","GRM6","9606","true","ncbigene:2916","false","GRM6","SourceNode;gene;protein"
"GPRK6","GRK6","GRK6","9606","true","ncbigene:2870","false","GRK6","SourceNode;gene;protein"
"EB11|GluN2D|NMDAR2D|NR2D","GRIN2D","GRIN2D","9606","true","entrez gene:2906","false","GRIN2D","SourceNode;gene;protein"
"GRIN3","GPRIN3","GPRIN3","9606","true","ncbigene:285513","false","GPRIN3","SourceNode;gene;protein"
,"GPR68","GPR68",,"true","ncbigene:8111","false","GPR68","SourceNode;gene"
"CSNB1E|GPR158L|GPR158L1","GPR179","GPR179","9606","true","ncbigene:440435","false","GPR179","SourceNode;gene;protein"
"PGR5","GPR152","GPR152","9606","true","ncbigene:390212","false","GPR152","SourceNode;gene;protein"
"HGFIN|NMB","GPNMB","GPNMB","9606","true","ncbigene:10457","false","GPNMB","SourceNode;gene;protein"
"glypican","GPC1","GPC1","9606","true","GPC1","false","GPC1","SourceNode;gene;protein"
"GON-4|GON4|YARP","GON4L","GON4L","9606","true","ncbigene:54856","false","GON4L","SourceNode;gene;protein"
"CT105","GOLGA6L2","GOLGA6L2","9606","true","ncbigene:283685","false","GOLGA6L2","SourceNode;gene;protein"
"GKAP42","GKAP1","GKAP1","9606","true","entrez gene:80318","false","GKAP1","SourceNode;gene;protein"
"SIP1|SIP1-delta|ncbigene:8487","GEMIN2","GEMIN2","9606","true","ncbigene:8487","false","GEMIN2","SourceNode;gene;protein"
"GCN1|GCN1L|PRIC295","GCN1L1","GCN1L1","9606","true","ncbigene:10985","false","GCN1L1","SourceNode;protein"
"GBP4L","GBP7","GBP7","9606","true","ncbigene:388646","false","GBP7","SourceNode;gene;protein"
"NLGase|SPG46","GBA2","GBA2","9606","true","ncbigene:57704","false","GBA2","SourceNode;gene;protein"
"FZ-8|hFZ8","FZD8","FZD8","9606","true","ensembl:ENSG00000177283","false","FZD8","SourceNode;gene;protein"
"FBP|FUBP|ncbigene:8880","FUBP1","FUBP1","9606","true","ncbigene:8880","false","FUBP1","SourceNode;gene;protein"
"CT38","FTHL17","FTHL17","9606","true","entrez gene:53940","false","FTHL17","SourceNode;gene;protein"
,"FSIP2","FSIP2","9606","true","entrez gene:285135","false","FSIP2","SourceNode;gene;protein"
"13CDNA73|214K23.2|C13orf14|CG003|bA207N4.2|bA37E23.1","FRY","FRY","9606","true","entrez gene:10129","false","FRY","SourceNode;gene;protein"
,"FRG2C","FRG2C",,"true","ncbigene:100288801","false","FRG2C","SourceNode;gene"
,"FRG2B","FRG2B",,"true","ncbigene:441581","false","FRG2B","SourceNode;gene"
,"FRG1B","FRG1B",,,,"false","FRG1B","SourceNode"
"FRG1A|FSG1","FRG1","FRG1","9606","true","ncbigene:2483","false","FRG1","SourceNode;gene;protein"
"FOXN6","FOXR2","FOXR2","9606","true","entrez gene:139628","false","FOXR2","SourceNode;gene;protein"
,"FMN2","FMN2","9606","true","ncbigene:56776","false","FMN2","SourceNode;gene;protein"
"ABP-280|ABP280A|ABPA|ABPL|FLN2|MFM5|MPD4","FLNC","FLNC","9606","true","entrez gene:2318","false","FLNC","SourceNode;gene;protein"
"ncbigene:2316|ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","FLNA","FLNA","9606","true","uniprot:P21333","false","FLNA","SourceNode;gene;protein"
"IFPS","FLG2","FLG2","9606","true","FLG2","false","FLG2","SourceNode;gene;protein"
"ATOD2","FLG","FLG","9606","true","entrez gene:2312","false","FLG","SourceNode;gene;protein"
"FHOS2|Formactin2","FHOD3","FHOD3","9606","true","ncbigene:80206","false","FHOD3","SourceNode;gene;protein"
"FHOS|ncbigene:29109","FHOD1","FHOD1","9606","true","ncbigene:29109","false","FHOD1","SourceNode;gene;protein"
"ACH|CD333|CEK2|HSFGFR3EX|JTK4","FGFR3","FGFR3","9606","true","entrez gene:2261","false","FGFR3","SourceNode;gene;protein"
"CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|IGFR2","FCGR2A","FCGR2A","9606","true","ncbigene:2212","false","FCGR2A","SourceNode;gene;protein"
"FC(GAMMA)BP","FCGBP","FCGBP","9606","true","ncbigene:8857","false","FCGBP","SourceNode;protein"
,"FBN3","FBN3","9606","true","ncbigene:84467","false","FBN3","SourceNode;gene;protein"
"CDHF8|CDHR9|HFAT2|MEGF1","FAT2","FAT2","9606","true","ncbigene:2196","false","FAT2","SourceNode;gene;protein"
"FAS|OA-519|SDR27X1","FASN","FASN","9606","true","entrez gene:2194","false","FASN","SourceNode;gene;protein"
"FA-D2|FA4|FACD|FAD|FAD2|FANCD|ncbigene:2177","FANCD2","FANCD2","9606","true","ncbigene:2177","false","FANCD2","SourceNode;gene;protein"
"FAM90A26P","FAM90A26","FAM90A26","9606","true","ncbigene:100287045","false","FAM90A26","SourceNode;gene;protein"
"AHCP","FAM8A1","FAM8A1","9606","true","ncbigene:51439","false","FAM8A1","SourceNode;gene;protein"
"ncbigene:286077|AI3","FAM83H","FAM83H","9606","true","entrez gene:286077","false","FAM83H","SourceNode;gene;protein"
,"FAM47B","FAM47B","9606","true","entrez gene:170062","false","FAM47B","SourceNode;gene;protein"
,"FAM46C","FAM46C",,,,"false","FAM46C","SourceNode"
,"FAM27E2","FAM27E2",,,,"false","FAM27E2","SourceNode"
,"FAM230A","FAM230A",,,,"false","FAM230A","SourceNode"
,"FAM186A","FAM186A","9606","true","entrez gene:121006","false","FAM186A","SourceNode;gene;protein"
,"FAM182B","FAM182B",,,,"false","FAM182B","SourceNode"
,"FAM178B","FAM178B","9606","true","ncbigene:51252","false","FAM178B","SourceNode;gene;protein"
,"FAM169B","FAM169B",,"true","ncbigene:283777","false","FAM169B","SourceNode;protein"
"CXorf44","FAM104B","FAM104B","9606","true","entrez gene:90736","false","FAM104B","SourceNode;gene;protein"
,"FAM101A","FAM101A",,,,"false","FAM101A","SourceNode"
"AHF|DXS1253E|F8B|F8C|FVIII|HEMA","F8","F8","9606","true","ncbigene:2157","false","F8","SourceNode;gene;protein"
"CVIL|CVL|HEL-S-105|VIL2|ncbigene:7430","EZR","EZR","9606","true","ncbigene:7430","false","EZR","SourceNode;gene;protein"
"RBM35B","ESRP2","ESRP2","9606","true","ncbigene:80004","false","ESRP2","SourceNode;gene;protein"
,"ERVW-1","ERVW-1",,"true","ensembl:ENSG00000242950","false","ERVW-1","SourceNode;gene;protein"
"IRE1|IRE1P|IRE1a|hIRE1p","ERN1","ERN1","9606","true","ncbigene:2081","false","ERN1","SourceNode;gene;protein"
"EPIPL|EPIPL1","EPPK1","EPPK1","9606","true","ncbigene:83481","false","EPPK1","SourceNode;gene;protein"
"Epl1","EPC1","EPC1","9606","true","ncbigene:80314","false","EPC1","SourceNode;gene;protein"
"CAGH32|P400|TNRC12","EP400","EP400","9606","true","ncbigene:57634","false","EP400","SourceNode;gene;protein"
"ENA|MENA|NDPP1","ENAH","ENAH","9606","true","ENAH","false","ENAH","SourceNode;gene;protein"
"ncbigene:24139|ELP70|EMAP-2|EMAP2","EML2","EML2","9606","true","entrez gene:24139","false","EML2","SourceNode;gene;protein"
"ncbigene:284361|C19orf63|HSM1|HSS1","EMC10","EMC10","9606","true","ncbigene:284361","false","EMC10","SourceNode;gene;protein"
"SVAS|WBS|WS","ELN","ELN","9606","true","ELN","false","ELN","SourceNode;gene;protein"
"LRRC62|PPP1R29","ELFN2","ELFN2","9606","true","ncbigene:114794","false","ELFN2","SourceNode;gene;protein"
"PPP1R28","ELFN1","ELFN1","9606","true","ensembl:ENSG00000225968","false","ELFN1","SourceNode;gene;protein"
"4E-BP1|4EBP1|BP-1|PHAS-I","EIF4EBP1","EIF4EBP1","9606","true","ncbigene:1978","false","EIF4EBP1","SourceNode;gene;protein"
"AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225","EGR1","EGR1","9606","true","entrez gene:1958","false","EGR1","SourceNode;gene;protein"
"ARCND3|ET1|HDLCQ7|PPET1|QME","EDN1","EDN1","9606","true","ncbigene:1906","false","EDN1","SourceNode;gene;protein"
